isim,dogum_yeri,aktif_sehir,arama_sehri,tip,Spotify_ID,Spotify_Isim,Followers,Popularity,Genres,Spotify_Tur,Wikipedia_Tur,EveryNoise_Tur
aşkın nur yengi,,,,,2fYdUIUPS7aDdWCzb8Aw2k,aşkın nur yengi,855544.0,54.0,"turkish pop, arabesk","turkish pop, arabesk",,turkish pop
hidra,,,,,3yzGegJHrOW1CndMVFoo3m,hidra,845856.0,55.0,turkish hip hop,turkish hip hop,,"turkish trap, turkish hip hop"
feridun düzağaç,,,,,7MZj0XxqxlCZPj6JsMQq0Z,feridun düzağaç,838876.0,46.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,"turkish pop, turkish rock"
tuğba yurt,,,,,1063YgLGlWU0JM26pOnrnv,Tuğba Yurt,838850.0,51.0,"turkish pop, t-pop","turkish pop, t-pop",klasik,turkish pop
zeki müren,,,,,0ZZDIo31D35xGrXYTodWrL,zeki müren,831655.0,50.0,"arabesk, anatolian rock","arabesk, anatolian rock",klasik,turkish folk
edip akbayram,,,,,0oFiWQjHNvksJlD0aWzBZM,Edip Akbayram,825600.0,51.0,"anatolian rock, arabesk, turkish pop, karadeniz folk","anatolian rock, arabesk, turkish pop, karadeniz folk",rock,"arabesk, turkish folk"
reckol,,,,,5FqTuN42w2zGw4Pzd50yaS,reckol,825204.0,54.0,"turkish hip hop, drill","turkish hip hop, drill",rap,
khontkar,,,,,1iJrQKRh5aJnp6cG5lpITr,khontkar,823584.0,54.0,turkish hip hop,turkish hip hop,"trap, rap","turkish trap, turkish hip hop"
gece yolcuları,,,,,21ppfKgGToa81HQE0kET5P,gece yolcuları,821185.0,47.0,"turkish pop, anatolian rock","turkish pop, anatolian rock","pop, rock","turkish pop, turkish rock"
mert demir,,,,,1Zj4GtouAnxHq4qw7ooLfm,mert demir,820983.0,58.0,turkish pop,turkish pop,pop,turkish alt-pop
Element,"İstanbul, İstanbul, Turkey",,İstanbul,grup,053tL050frPJyo9lPXTUFb,Element,819301.0,59.0,"indonesian pop, indonesian rock",,,
erkin koray,,,,,4o3Nv2BAyoZkyGaRXv4rT3,erkin koray,817791.0,51.0,"anatolian rock, arabesk","anatolian rock, arabesk","özgün, rock",
Yedinci Ev,,"İstanbul, İstanbul, Turkey",İstanbul,grup,40ic8Y3x4vmLUGXXpk7bVq,Yedinci Ev,797227.0,50.0,,,,turkish rock
pera,,,,,1bzmtVU7jf2rRZJALkZA3j,Pera,787997.0,51.0,,,,turkish rock
canozan,,,,,4MUb8ilmrxyePXwSkG31lC,Canozan,785400.0,60.0,,,,"turkish rock, turkish alt-pop"
burak king,,,,,18hpynG63scJYxOSDYHUVN,Burak King,782409.0,54.0,"turkish pop, turkish hip hop","turkish pop, turkish hip hop",rap,"turkish pop, turkish hip hop"
can bonomo,,,,,3vJJGsSAF5zQegZo5sJEh6,can bonomo,775810.0,54.0,"turkish pop, anatolian rock","turkish pop, anatolian rock",,"turkish pop, turkish rock"
tan taşçı,,,,,2rNgr1pkSDfxQTYhqCT45D,Tan Taşçı,771381.0,58.0,"turkish pop, arabesk","turkish pop, arabesk",,turkish pop
Nitro,"İstanbul, İstanbul, Turkey",,İstanbul,grup,6jQZzWW3JlEtcRDSzFVKSP,Nitro,760201.0,57.0,italian trap,,,
Eno,"Elazığ, Elazığ, Turkey","Wiesbaden, Hessen, Germany",Elazığ,solo,3GBBxBdoolb0B5YizZq9bF,Eno,756009.0,62.0,german hip hop,,,
ufuk beydemir,,,,,00C6n2psbFm6XWqyPCXJ5v,ufuk beydemir,752430.0,50.0,turkish pop,turkish pop,,"turkish pop, turkish rock, turkish singer-songwriter"
ümit besen,,,,,2Cusk8DpjH8r3BDvuN3ufo,ümit besen,750090.0,51.0,"arabesk, turkish pop","arabesk, turkish pop",,"arabesk, turkish folk"
Mahmut Orhan,"Bursa, Bursa, Turkey",,Bursa,solo,3t8WiyalpvnB9AObcMufiE,Mahmut Orhan,723859.0,56.0,,,,
Ceg,"Eskişehir, Eskişehir, Turkey",,Eskişehir,solo,2QDHxmDObOuv9MCeBYiFtq,Ceg,722740.0,55.0,turkish hip hop,,rap,"turkish trap, turkish hip hop"
yusuf güney,,,,,7ictQXHIBmXODb4ykTI95n,yusuf güney,690047.0,53.0,"turkish pop, karadeniz folk","turkish pop, karadeniz folk",pop,turkish pop
i̇brahim erkal,,,,,0Fd2y4arCJPyGqNkZDq2vZ,İbrahim Erkal,688009.0,51.0,arabesk,,"fantezi, arabesk",
kiraç,,,,,4XYD8wP6f1sfLtWfrY1luF,kiraç,687974.0,55.0,"anatolian rock, turkish pop, arabesk","anatolian rock, turkish pop, arabesk",,
nigar muharrem,,,,,6qg3g0aneq4tOJgpzIuEmT,Nigar Muharrem,687526.0,42.0,"turkish pop, arabesk","turkish pop, arabesk",,turkish pop
emre fel,,,,,1kRAeenoDZ5jBdzboZQuKa,emre fel,681675.0,61.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,turkish singer-songwriter
volkan konak,,,,,48CUA59SDed3IdCctKndud,volkan konak,680730.0,56.0,"karadeniz folk, arabesk, turkish pop","karadeniz folk, arabesk, turkish pop",halk,"turkish pop, arabesk, turkish folk"
kool savas,,,,,1SUu1Bi7ev9HbOzyVC77qD,Kool Savas,676635.0,60.0,german hip hop,german hip hop,rap,turkish hip hop
cash flow,,,,,7J7IAR4rkzo4FcZTDid3Jk,Cash Flow,667308.0,61.0,turkish hip hop,turkish hip hop,,
mehmet erdem,,,,,0ylYRIvKTpv9uvTfKbYjM0,mehmet erdem,666688.0,44.0,"turkish pop, arabesk","turkish pop, arabesk",,"turkish pop, turkish rock"
fatma turgut,,,,,1dsKaRPU3HFSdlNyMmH5QI,fatma turgut,662286.0,56.0,turkish pop,turkish pop,,"turkish pop, turkish rock"
güneş,,,,,0L3wrFI3QcbXAvFL7IaPQX,güneş,660058.0,60.0,"turkish hip hop, turkish pop","turkish hip hop, turkish pop",,
deniz seki,,,,,28bHkFlKKHHudmgvnfYpiJ,deniz seki,648722.0,52.0,"turkish pop, arabesk","turkish pop, arabesk",,turkish pop
aydilge,,,,,0cjA9XY1jx3RlniZbMkCWy,Aydilge,646848.0,51.0,turkish pop,turkish pop,,"turkish pop, turkish rock, turkish singer-songwriter"
redd,,,,,6xqA7u7TxHUYJp6Ww1XgNx,redd,645747.0,60.0,turkish hip hop,,rock,"turkish rock, turkish rock"
hande ünsal,,,,,6YapGsI8u59kfewJjjJ2LJ,hande ünsal,642260.0,60.0,"turkish pop, t-pop","turkish pop, t-pop",pop,turkish pop
kamuran akkor,,,,,1hWI1MD4Pe3cgDsgk4eLfR,kamuran akkor,641760.0,56.0,"arabesk, anatolian rock","arabesk, anatolian rock",klasik,"arabesk, turkish psych"
alizade,,,,,1EPZusBDP8yewhsaKtwktz,ALIZADE,636475.0,60.0,turkish hip hop,turkish hip hop,,
berkay,,,,,5juVQV1lGuA4o5IrLwpZar,berkay,625772.0,57.0,"turkish pop, arabesk, t-pop","turkish pop, arabesk, t-pop",,turkish pop
enes batur,,,,,5q0uL3T6JoEVGylrtCnfCb,enes batur,619751.0,35.0,"turkish pop, turkish hip hop","turkish pop, turkish hip hop",,
kubilay karça,,,,,2pbct1ni3yLLAfzrSXQDrH,kubilay karça,618878.0,54.0,"turkish hip hop, arabesk, turkish pop","turkish hip hop, arabesk, turkish pop",,
ceylan ertem,,,,,2crPPfVdmrxn5yUHLQVqOI,ceylan ertem,610645.0,44.0,"turkish pop, arabesk","turkish pop, arabesk","caz, alternatif, rock","turkish pop, turkish rock, turkish alt-pop, turkish singer-songwriter"
halodayı,,,,,1oR56GSDAFgtdKmSl6qU1r,halodayı,608300.0,52.0,"turkish hip hop, turkish pop, oyun havasi","turkish hip hop, turkish pop, oyun havasi",,turkish hip hop
burcu güneş,,,,,7EJB9F3fv0x2ezht730D7F,burcu güneş,602346.0,51.0,"turkish pop, arabesk","turkish pop, arabesk",,"turkish pop, turkish singer-songwriter"
İdo Tatlıses,"İstanbul, İstanbul, Turkey",,İstanbul,solo,2OWh9iyVeIqJm04kwcaArP,İdo Tatlıses,583984.0,46.0,turkish pop,turkish pop,,turkish pop
atiye,,,,,56g1u3Bu0S5072aksxyBei,atiye,579811.0,53.0,"turkish pop, t-pop","turkish pop, t-pop",,turkish pop
sansar salvo,,,,,6hxb4rGrYXtrAZbUK7uzt9,sansar salvo,569517.0,58.0,turkish hip hop,turkish hip hop,rap,turkish hip hop
ozbi,,,,,4DG2pTwQBor7a6wtoEABau,ozbi,568471.0,54.0,"turkish hip hop, turkish pop","turkish hip hop, turkish pop",rap,"turkish rock, turkish hip hop"
mavi,,,,,3BVPc9s4JXzM6O1InlLxED,mavi,558138.0,58.0,turkish hip hop,"experimental hip hop, alternative hip hop",,
zülfü livaneli,,,,,3ZV2kReDeCXgw0RJaPV5wX,zülfü livaneli,555549.0,45.0,"anatolian rock, arabesk, turkish pop","anatolian rock, arabesk, turkish pop",,"turkish rock, turkish folk"
stabil,,,,,3XjAYzwW3zGIi0OetnEIvU,stabil,554950.0,54.0,turkish hip hop,turkish hip hop,,turkish hip hop
Deniz Tekin,"İzmir, İzmir, Turkey","İstanbul, İstanbul, Turkey",İstanbul,solo,4TdvNk4wmn5DgBFiLDeCj0,Deniz Tekin,551784.0,48.0,,,,"turkish rock, turkish alt-pop"
gökhan özen,,,,,3QLMLmISoZnFxUdzSoT6JB,gökhan özen,550340.0,51.0,"turkish pop, t-pop","turkish pop, t-pop",,turkish pop
İntizar,"Tunceli, Tunceli, Turkey",,Tunceli,solo,3mv52kRne0G5Las6jClwj0,İntizar,544936.0,56.0,"arabesk, oyun havasi, turkish pop","arabesk, oyun havasi, turkish pop",,"turkish pop, arabesk, turkish folk"
halil sezai,,,,,0Aoou2kIWXrzTOfhFzmNqa,halil sezai,544214.0,52.0,"arabesk, turkish pop","arabesk, turkish pop",,turkish pop
Suzy,"Istanbul, Turkey",Israel,İstanbul,solo,4U80LJd8sG6U9YTFP5izka,Suzy,543579.0,48.0,k-ballad,,,
sinan akçıl,,,,,31czVneIywpUwJTNOVviJx,sinan akçıl,535194.0,49.0,"turkish pop, t-pop","turkish pop, t-pop",,turkish pop
sakiler,,,,,25gzpFRLdteuie1gW4a4hK,Sakiler,533632.0,53.0,"turkish pop, arabesk","turkish pop, arabesk",,turkish pop
bilal hancı,,,,,2wswrLV1o19frClh3pHxws,bilal hancı,524743.0,41.0,"karadeniz folk, turkish pop","karadeniz folk, turkish pop",,turkish pop
ersay üner,,,,,6kf7koRM31Dgsj2WbByZpB,ersay üner,524572.0,51.0,turkish pop,turkish pop,pop,turkish pop
pilli bebek,,,,,63RFns47gk00mnHIQ8zTR1,pilli bebek,523020.0,58.0,anatolian rock,anatolian rock,,turkish rock
cem belevi,,,,,5yhN4qXpv9cghmJglovvmg,cem belevi,518935.0,50.0,turkish pop,turkish pop,,turkish pop
Şam,"İstanbul, İstanbul, Turkey",,İstanbul,solo,1GyfNm3xj64IZR4rKnzNti,Şam,513272.0,68.0,turkish hip hop,,rap,"turkish trap, turkish hip hop"
Bağzıları,"İstanbul, İstanbul, Turkey",,İstanbul,grup,2WEI5FlFf3Zc5rOKTTLOJe,Bağzıları,507933.0,44.0,,,rock,turkish rock
mahsun kırmızıgül,,,,,6MQG9Qgu1mfyG5AdqGWcnU,mahsun kırmızıgül,504291.0,54.0,"arabesk, turkish pop, oyun havasi","arabesk, turkish pop, oyun havasi",,arabesk
muazzez ersoy,,,,,2tgJQAu3rn7N2Tvee9yPZy,muazzez ersoy,499430.0,46.0,"arabesk, oyun havasi","arabesk, oyun havasi",klasik,"arabesk, turkish folk"
ozan doğulu,,,,,6xLv41SHPrVVfvyGd1M7ut,ozan doğulu,498912.0,58.0,"turkish pop, t-pop","turkish pop, t-pop",,turkish pop
akdo,,,,,17EAWIoXAMU9Vo9xRrdZQ0,AKDO,497196.0,73.0,"turkish hip hop, turkish pop","turkish hip hop, turkish pop",,
emrah karaduman,,,,,7FvMAbdiffitFmbuJN3Vsk,emrah karaduman,496538.0,54.0,"turkish pop, t-pop","turkish pop, t-pop",,turkish pop
grup yorum,,,,,4FjxqqOXKI1eGLrYn3GUq4,grup yorum,484943.0,32.0,"karadeniz folk, anatolian rock, arabesk","karadeniz folk, anatolian rock, arabesk","özgün, rock",turkish folk
deha inc.,,,,,2qW4eDZVrF6mlcuaTBEMjh,DEHA INC.,484767.0,60.0,turkish hip hop,turkish hip hop,,
irmak arıcı,,,,,3WKZeiNOV5dnANlQnjL95B,irmak arıcı,484441.0,48.0,turkish pop,turkish pop,,turkish pop
özgün,,,,,2DJNQjrMqbyGFax9mgHm3f,Özgün,481809.0,51.0,"turkish pop, t-pop","turkish pop, t-pop",,turkish pop
evdeki saat,,,,,0w92tV1EQp7sxly7UjGR4P,Evdeki Saat,479630.0,49.0,turkish pop,turkish pop,,"turkish rock, turkish alt-pop"
doğu swag,,,,,0uHvlWnhRpaomF4e9IZHLy,Doğu Swag,478200.0,61.0,"turkish pop, turkish hip hop, arabesk","turkish pop, turkish hip hop, arabesk",,"turkish pop, turkish hip hop"
sura i̇skenderli,,,,,1B0fCkXH620aujSMm3wIKS,Sura İskenderli,477345.0,46.0,"turkish pop, arabesk","turkish pop, arabesk",,turkish pop
yeni türkü,,,,,5Oo6D3FLRpWjgBn0mqfiA3,yeni türkü,472960.0,46.0,"turkish pop, anatolian rock","turkish pop, anatolian rock",halk,"turkish rock, turkish folk"
çağatay akman,,,,,6XJtmq30U5RDBwnLbcN33E,Çağatay Akman,471679.0,51.0,turkish pop,turkish pop,,turkish pop
sufle,,,,,1hWfWJvstJQPgjZ2vDFY0P,sufle,470532.0,55.0,turkish pop,turkish pop,,"turkish rock, turkish alt-pop"
aynur aydın,,,,,27TH57uXZezzxdlmbbyWQU,Aynur Aydın,466774.0,50.0,"turkish pop, t-pop","turkish pop, t-pop",,turkish pop
kolera,,,,,2WrrDGOjPL1QFuLB45DZ7Q,kolera,465320.0,47.0,turkish hip hop,turkish hip hop,klasik,turkish hip hop
sıla şahin,,,,,7p71hjdN4GlGgIsmCQIvuC,Sıla Şahin,465278.0,60.0,"turkish pop, arabesk","turkish pop, arabesk",,
allame,,,,,25FdziPY37yQIRXSk7ZUmS,allame,459759.0,52.0,turkish hip hop,turkish hip hop,,"turkish trap, turkish hip hop"
harun kolçak,,,,,65DHllTFchsixkxABusOcR,harun kolçak,459727.0,51.0,turkish pop,turkish pop,,"turkish pop, turkish singer-songwriter"
mazhar alanson,,,,,1CTvStsvYcGi6FfDHzNg0t,mazhar alanson,459360.0,46.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,"turkish pop, turkish rock"
kargo,,,,,3eedpDhV8pocvTvTHLGq9R,kargo,459087.0,46.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,turkish rock
nurettin rençber,,,,,0eZircNzjxnRUtRBVOsth2,nurettin rençber,455917.0,52.0,"arabesk, karadeniz folk","arabesk, karadeniz folk",halk,turkish folk
cengiz özkan,,,,,3gmRDeSq9EIPP6pFSLi3FT,cengiz özkan,448998.0,48.0,"arabesk, karadeniz folk","arabesk, karadeniz folk",,turkish folk
Keskin,"Samsun, Samsun, Turkey",,Samsun,solo,76gCQtIoyzxs0HDKIyQC66,Keskin,448721.0,64.0,turkish hip hop,,,
lil zey,,,,,7Gx2wDVHyW5HJh7dc2t5h7,lil zey,447153.0,54.0,turkish hip hop,turkish hip hop,rap,"turkish trap, turkish hip hop"
karsu,,,,,0rRu3Co1oQ6Ce3yz7btJzB,Karsu,445230.0,45.0,turkish pop,turkish pop,"caz, pop","turkish rock, turkish alt-pop"
tankurt manas,,,,,4ESPwgMOkNWv8mZIfe2mdO,tankurt manas,443677.0,36.0,turkish hip hop,turkish hip hop,rap,turkish hip hop
Toygar Işıklı,"Gölcük, Kocaeli, Turkey",,Kocaeli,solo,2l0Ol9ASKE7E196nHpblB7,Toygar Işıklı,442932.0,60.0,turkish pop,,,
aşık veysel,,,,,7rVsiFwBEEmTNoStle68F3,Aşık Veysel,442364.0,33.0,"arabesk, anatolian rock","arabesk, anatolian rock",halk,turkish folk
massaka,,,,,4Fn5clYETVpCxnIcFSZhr9,Massaka,440550.0,52.0,turkish hip hop,turkish hip hop,rap,"turkish trap, turkish hip hop"
güliz ayla,,,,,7yiJcbeab3PFoFhxtNDujs,güliz ayla,438442.0,47.0,turkish pop,turkish pop,,turkish pop
yavuz bingöl,,,,,5sIeEgQpcW963L4HMDPgpZ,yavuz bingöl,438284.0,42.0,"arabesk, karadeniz folk","arabesk, karadeniz folk",,"arabesk, turkish folk, turkish singer-songwriter"
uygar doğanay,,,,,24hR7ZaxdlZLaTnzZOlwMh,Uygar Doğanay,433276.0,57.0,arabesk,arabesk,,arabesk
zerrin özer,,,,,2CleFSxMoxkm2RduyMwcrm,zerrin özer,428634.0,49.0,"arabesk, turkish pop","arabesk, turkish pop",pop,turkish pop
resul dindar,,,,,7fVMq1kHVAQao9iPGHNGyK,resul dindar,427985.0,50.0,"karadeniz folk, oyun havasi, arabesk","karadeniz folk, oyun havasi, arabesk",halk,turkish pop
fikret kizilok,,,,,6RXvZtTyld421VPmJtLqkL,fikret kizilok,427485.0,45.0,"anatolian rock, turkish pop, arabesk","anatolian rock, turkish pop, arabesk",rock,
kayra,,,,,5UqZ7BXoccyvTHyXLk1Pk3,kayra,422953.0,59.0,turkish hip hop,turkish hip hop,,turkish hip hop
aysel yakupoğlu,,,,,2ZXIEujgkSOHFk47ra8Z1m,Aysel Yakupoğlu,420858.0,47.0,"karadeniz folk, arabesk, turkish pop","karadeniz folk, arabesk, turkish pop",,turkish pop
batuhan kordel,,,,,53GzfAvawfKb966INeFp18,Batuhan Kordel,418123.0,49.0,,,,"turkish rock, turkish singer-songwriter"
aydın kurtoğlu,,,,,7ymCV8co6nSwmYFEyGmVvJ,aydın kurtoğlu,417064.0,53.0,"turkish pop, t-pop","turkish pop, t-pop",,turkish pop
defkhan,,,,,5piE2MZ1wGpBjpDud8kTOS,Defkhan,413897.0,51.0,turkish hip hop,turkish hip hop,,turkish hip hop
aspova,,,,,2sjnyyL9NXijL3Fr2eLikf,aspova,412197.0,51.0,turkish hip hop,turkish hip hop,,turkish hip hop
çağan şengül,,,,,3W0gwNZqdtkleuMYlKElaw,çağan şengül,412155.0,53.0,turkish pop,turkish pop,,
Serhat Durmus,"Izmir, İzmir, Turkey",,İzmir,solo,1R2iRWvuwwokMKGHirNGTD,Serhat Durmus,409495.0,55.0,,,,turkish trap
bedo,,,,,7xD3PtnXEsJeqsPtJ3N3si,bedo,408203.0,55.0,"turkish hip hop, turkish pop",,elektronik,turkish hip hop
Kendimden Hallice,"Ankara, Ankara, Turkey",,Ankara,grup,7sAmHLY4Fs2rweYwdcQtft,Kendimden Hallice,405850.0,53.0,,,,turkish rock
levent yüksel,,,,,3OVWvBHwlq5w8iRJEBoCp2,levent yüksel,400043.0,52.0,turkish pop,turkish pop,,turkish pop
ekin uzunlar,,,,,35ngoeYRyOveM0rPvahkot,Ekin Uzunlar,399549.0,49.0,"karadeniz folk, turkish pop, arabesk","karadeniz folk, turkish pop, arabesk",,turkish pop
kayahan,,,,,71wTGSTWEPSLnfe7tA2wkX,kayahan,398488.0,50.0,"turkish pop, arabesk","turkish pop, arabesk",pop,turkish pop
Anıl Emre Daldal,"Amasya, Amasya, Turkey",,Amasya,solo,5MHG3bmjGh0aqT8hS3nPzS,Anıl Emre Daldal,396130.0,55.0,,,,
kaan tangöze,,,,,29TtKR0RUKu66QjYwtycd9,kaan tangöze,394471.0,45.0,anatolian rock,anatolian rock,"alternatif, rock","turkish rock, turkish singer-songwriter"
emre altuğ,,,,,6CtMmrX12kYA3O4kINuWjZ,emre altuğ,393766.0,48.0,turkish pop,turkish pop,,
can kazaz,,,,,4YLcK0MEyqFkdyyzbPTWrs,can kazaz,393152.0,48.0,turkish pop,turkish pop,,"turkish rock, turkish alt-pop"
ahmet aslan,,,,,7nx9ts8pRmbvMQvnPwqDSS,ahmet aslan,391831.0,50.0,"arabesk, karadeniz folk","arabesk, karadeniz folk",,turkish folk
Birileri,"Istanbul, Istanbul, Turkey",,İstanbul,grup,1JSlQod7y9LeC8hWvQqQtR,Birileri,387552.0,35.0,,,,"turkish rock, turkish alt-pop"
kıvırcık ali,,,,,5nObFnlOBawrX748LB4ioF,kıvırcık ali,386416.0,58.0,arabesk,arabesk,halk,"arabesk, turkish folk"
şevval sam,,,,,5zkh6MICzIQIUoA9NfZpBx,şevval sam,379581.0,48.0,"karadeniz folk, arabesk","karadeniz folk, arabesk",,"turkish pop, turkish rock, turkish folk"
bahadır tatlıöz,,,,,2cJHtXWQuFgxQ0GkpE7dNR,Bahadır Tatlıöz,372879.0,51.0,"turkish pop, karadeniz folk","turkish pop, karadeniz folk, t-pop",,turkish pop
rota,,,,,4m53kPdPFJpnF0qcJqfwNB,rota,367825.0,51.0,turkish hip hop,,,turkish hip hop
veysel mutlu,,,,,4zvfUbCpoR8fWGg0kysc4u,Veysel Mutlu,367042.0,30.0,"turkish pop, turkish hip hop","turkish pop, turkish hip hop",,turkish pop
nilipek.,,,,,1tgfi3YYoeXKehnjKaMsOo,nilipek.,364979.0,40.0,turkish pop,turkish pop,,"turkish rock, turkish singer-songwriter"
i̇kilem,,,,,4hjJDrv2KkIEW1AslTEtv3,İkilem,363598.0,52.0,turkish pop,turkish pop,,"turkish pop, turkish alt-pop"
murat göğebakan,,,,,2TUYtKan3NuDy9JexzL4db,murat göğebakan,363112.0,54.0,"arabesk, anatolian rock","arabesk, anatolian rock",,"arabesk, turkish folk"
fettah can,,,,,17fJCykpa2EqIioh0zamN9,fettah can,362782.0,54.0,turkish pop,turkish pop,,turkish pop
ceylan,,,,,396gqBt8a2NN7gXtDWF7AJ,ceylan,361636.0,49.0,"oyun havasi, arabesk, turkish pop","oyun havasi, arabesk, turkish pop",,"arabesk, turkish folk"
TNK,"Ankara, Turkey",,Ankara,grup,4EJYpvhyY4gO4rjEeitXLa,TNK,360880.0,44.0,anatolian rock,opera,,turkish rock
İzel,"Yalova, Turkey",,Yalova,solo,0QSrUuv6y5Woazd3LAjbSH,İzel,358756.0,53.0,"turkish pop, arabesk","turkish pop, arabesk",,turkish pop
özcan deniz,,,,,4VU1nemTk5QFsrclcN8VFl,özcan deniz,357948.0,52.0,"arabesk, turkish pop","arabesk, turkish pop",,turkish pop
badem,,,,,27sJOP3QjNbw349IrcROwj,badem,351800.0,44.0,"anatolian rock, turkish pop","koplo, dangdut, sholawat",,turkish rock
jack savoretti,,,,,7nC05zmJukRGYObQeRgg3x,Jack Savoretti,350325.0,51.0,,,,
Büyük Ev Ablukada,"İstanbul, İstanbul, Turkey",,İstanbul,grup,7pUjWNH0hKYpRzWDdNLzAi,Büyük Ev Ablukada,349536.0,47.0,,,,turkish rock
Xir,"Ankara, Ankara, Turkey","İstanbul, İstanbul, Turkey",İstanbul,solo,1eQzZsJAtBVhN9WP62oXM2,Xir,349471.0,46.0,turkish hip hop,,,"turkish trap, turkish hip hop"
mehmet elmas,,,,,10BA29Asr9YbvkcBFJixDb,Mehmet Elmas,346939.0,52.0,"turkish pop, arabesk, turkish hip hop","turkish pop, arabesk, turkish hip hop",,turkish pop
cansever,,,,,4i6eVyyyPdSryQCzO7GK0K,Cansever,346242.0,43.0,"arabesk, oyun havasi","arabesk, oyun havasi","arabesk, pop",arabesk
ezginin günlügü,,,,,6WDnC2nx6hEPdtcU2LLGtE,ezginin günlügü,344769.0,47.0,"turkish pop, anatolian rock","turkish pop, anatolian rock",,"turkish folk, turkish jazz"
istanbul trip,,,,,495LDNjDrYzj7Fk0LtuJcJ,Istanbul Trip,344400.0,39.0,turkish hip hop,turkish hip hop,,"turkish trap, turkish hip hop"
özlem tekin,,,,,1Xwze1G0zfRnxqBDfmWVVf,özlem tekin,341045.0,49.0,"anatolian rock, turkish pop, karadeniz folk","turkish pop, anatolian rock, karadeniz folk",rock,"turkish pop, turkish rock"
deeperise,,,,,0ZRQKFaYGEtbLc8NbyICoe,deeperise,334875.0,53.0,turkish pop,turkish pop,,turkish pop
linet,,,,,31TJIzpuFOgX8owcV3nTrE,Linet,332216.0,57.0,"arabesk, turkish pop","arabesk, turkish pop",,"turkish pop, arabesk"
tekir,,,,,2SqjgMx7edUilMzPosMR1P,Tekir,329877.0,57.0,"turkish pop, oyun havasi, arabesk, turkish hip hop","turkish pop, oyun havasi, arabesk, turkish hip hop",,
bulutsuzluk özlemi,,,,,1x59izw7Q1MpfZyzJpTfb4,bulutsuzluk özlemi,329599.0,38.0,"anatolian rock, turkish pop","anatolian rock, turkish pop","alternatif, rock",turkish rock
çelik,,,,,1OLLBdj6zsFJ2GUMpk8trl,çelik,320781.0,49.0,turkish pop,arabesk,,turkish pop
hirai zerdüş,,,,,4Y5rVLkZSUboJaSdiEn4bs,Hirai Zerdüş,320515.0,54.0,arabesk,arabesk,,
işın karaca,,,,,0iKWCp8QXDXAD3wzFrExYr,Işın Karaca,320186.0,35.0,"turkish pop, arabesk","turkish pop, arabesk",,turkish pop
yonca lodi,,,,,1aP2MaewItELfTZkp9t8mF,yonca lodi,318654.0,37.0,turkish pop,turkish pop,pop,turkish pop
mirkelam,,,,,7o8wIiSHxNMlXrtR1OWPH0,mirkelam,315752.0,46.0,turkish pop,turkish pop,,turkish pop
ogün sanlısoy,,,,,6pLClLDuEeB6KdfvPblHSq,ogün sanlısoy,315691.0,45.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,"turkish rock, turkish metal"
ayaz erdoğan,,,,,2Y2hYlVGlZpTHAQ9UMaBCA,Ayaz Erdoğan,314979.0,52.0,"turkish hip hop, turkish pop","turkish hip hop, turkish pop",,
zeynep dizdar,,,,,1XZNZT3xecy9Wt5LtMOJVk,zeynep dizdar,313404.0,50.0,"turkish pop, arabesk","turkish pop, arabesk",,turkish pop
Carnage,"Aydın, Aydın, Turkey",,Aydın,solo,7CCjtD0hCK005Bvg2WG1a7,Carnage,313328.0,47.0,,,,
Skapova,"İstanbul, İstanbul, Turkey",,İstanbul,grup,5Ip3Eje7dzsa2I38I1izYO,Skapova,312037.0,55.0,,,"ska, alternatif, rock",
ayşegül aldinç,,,,,1pHd2SEhBRbA7RmMlaxT6v,ayşegül aldinç,311852.0,49.0,turkish pop,turkish pop,,turkish pop
sokrat st,,,,,7ouCgJkxRBIJljUiQVJK65,sokrat st,311353.0,46.0,turkish hip hop,turkish hip hop,rap,turkish hip hop
tepki,,,,,5DtQ3MpxpzAyDvgMNFWN1r,Tepki,307284.0,43.0,turkish hip hop,turkish hip hop,,"turkish trap, turkish hip hop"
erol evgin,,,,,6zzBsqAEDo53s2dSeZzWvo,erol evgin,304300.0,53.0,"turkish pop, anatolian rock, arabesk","turkish pop, anatolian rock, arabesk",pop,turkish pop
leman sam,,,,,4Y8MfXiMkqE7xnMWqCAn7E,leman sam,301870.0,45.0,"turkish pop, arabesk","turkish pop, arabesk",,"turkish pop, turkish rock, turkish folk"
eko fresh,,,,,7GaMopkesD4KK9dNbgyO5D,Eko Fresh,300735.0,48.0,"german hip hop, turkish hip hop","german hip hop, turkish hip hop",rap,turkish hip hop
neşe karaböcek,,,,,2LyOwgMY8RSQU5iK9rHj0B,neşe karaböcek,300674.0,42.0,"arabesk, anatolian rock, turkish pop","arabesk, anatolian rock, turkish pop",,"arabesk, turkish folk, turkish psych"
ferdi özbeğen,,,,,2bZXmEbQuj9XcGwgyIGuit,ferdi özbeğen,297835.0,59.0,"arabesk, anatolian rock, turkish pop","arabesk, anatolian rock, turkish pop",pop,
canfeza,,,,,0NkjVHxmDMo5QCHdou6jUt,canfeza,296908.0,44.0,"turkish hip hop, arabesk","turkish hip hop, arabesk","caz, klasik",turkish hip hop
